employee_id,role,region,evaluation_date,revenue_usd,field_visits,customer_satisfaction,performance_score,target_achievement_pct,operational_cost_usd,evaluation_notes
EMP-1190,Gerente de Ventas,Central,2023-04-03,306073.04,19,4.73,82.4,118.57,42131.5,Requiere mejoras en la coordinación de campo.
EMP-1191,Gerente de Campo,Central,2023-05-24,304705.89,5,4.16,92.22,114.52,157368.63,Las inspecciones de campo mejoraron la retención de clientes.
EMP-1192,Gerente de Campo,East,2023-02-11,161455.69,41,4.87,85.06,127.42,186620.75,Superó las expectativas trimestrales de ventas y servicio.
EMP-1193,Gerente de Ventas,West,2024-04-25,583030.66,19,2.66,74.04,53.42,59625.78,El rendimiento se vio afectado por auditorías retrasadas.
EMP-1194,Gerente de Campo,East,2024-08-15,667086.39,7,4.95,72.31,106.3,135129.5,El rendimiento se vio afectado por auditorías retrasadas.
EMP-1195,Gerente de Ventas,South,2024-06-12,313661.7,29,3.41,84.83,116.84,133999.1,Superó las expectativas trimestrales de ventas y servicio.
EMP-1196,Gerente de Campo,West,2023-06-19,297028.61,60,3.36,90.12,120.97,11583.44,Las inspecciones de campo mejoraron la retención de clientes.
EMP-1197,Gerente de Ventas,South,2024-02-29,103961.76,46,3.2,65.71,62.59,154484.87,Fuerte crecimiento regional de ventas con eficiencia operativa.
EMP-1198,Gerente de Campo,North,2023-09-07,554178.96,35,4.19,78.2,97.26,165342.22,Superó las expectativas trimestrales de ventas y servicio.
EMP-1199,Gerente de Ventas,South,2023-09-22,139519.58,42,2.9,83.92,53.14,147344.63,Fuerte crecimiento regional de ventas con eficiencia operativa.
EMP-1200,Gerente de Ventas,North,2023-08-10,411648.48,30,4.0,81.42,51.49,182691.35,El rendimiento se vio afectado por auditorías retrasadas.
EMP-1201,Gerente de Campo,South,2024-09-30,474568.13,35,4.67,66.48,116.43,154201.29,Requiere mejoras en la coordinación de campo.
EMP-1202,Gerente de Campo,South,2023-04-22,167405.19,48,3.36,77.23,97.25,65155.31,Superó las expectativas trimestrales de ventas y servicio.
EMP-1203,Gerente de Ventas,West,2024-09-21,191643.98,60,4.77,86.01,116.12,155322.64,Las inspecciones de campo mejoraron la retención de clientes.
EMP-1204,Gerente de Ventas,Central,2023-01-02,664426.85,39,3.76,64.47,88.58,41278.92,Requiere mejoras en la coordinación de campo.
EMP-1205,Gerente de Campo,West,2023-12-25,415430.96,28,4.69,86.51,84.32,235221.19,Superó las expectativas trimestrales de ventas y servicio.
EMP-1206,Gerente de Ventas,West,2023-09-21,347842.58,21,3.69,68.84,118.72,77984.0,Requiere mejoras en la coordinación de campo.
EMP-1207,Gerente de Ventas,East,2024-02-23,53828.62,52,4.47,81.96,59.43,11726.57,Las inspecciones de campo mejoraron la retención de clientes.
EMP-1208,Gerente de Campo,Central,2023-10-10,124608.25,32,4.13,69.64,118.4,111654.77,El rendimiento se vio afectado por auditorías retrasadas.
EMP-1209,Gerente de Campo,East,2023-11-11,578480.33,31,3.88,81.19,64.3,144182.52,Superó las expectativas trimestrales de ventas y servicio.
EMP-1210,Gerente de Campo,South,2023-04-13,591936.14,30,4.34,92.49,102.74,189475.41,Superó las expectativas trimestrales de ventas y servicio.
EMP-1211,Gerente de Ventas,West,2024-10-13,405840.48,55,3.35,80.92,105.76,179629.58,Las inspecciones de campo mejoraron la retención de clientes.
EMP-1212,Gerente de Ventas,East,2023-03-23,613058.55,57,2.86,95.18,84.83,25379.31,Las inspecciones de campo mejoraron la retención de clientes.
EMP-1213,Gerente de Ventas,West,2024-03-25,557146.3,30,4.03,79.8,106.93,153393.42,Las inspecciones de campo mejoraron la retención de clientes.
EMP-1214,Gerente de Ventas,Central,2024-12-16,191195.07,47,4.83,79.69,65.58,198150.27,Requiere mejoras en la coordinación de campo.
EMP-1215,Gerente de Ventas,West,2023-12-28,480632.99,48,2.59,69.09,50.02,47786.74,El rendimiento se vio afectado por auditorías retrasadas.
EMP-1216,Gerente de Campo,Central,2024-08-19,333815.68,17,3.79,88.0,55.49,31639.81,El rendimiento se vio afectado por auditorías retrasadas.
EMP-1217,Gerente de Campo,North,2023-09-25,293232.56,57,3.19,83.04,65.56,233131.32,Requiere mejoras en la coordinación de campo.
EMP-1218,Gerente de Ventas,East,2024-07-04,334994.24,11,3.9,79.12,77.2,38082.16,Requiere mejoras en la coordinación de campo.
EMP-1219,Gerente de Campo,West,2024-08-23,535934.3,29,3.91,89.26,110.6,240697.29,Superó las expectativas trimestrales de ventas y servicio.
EMP-1220,Gerente de Ventas,East,2024-02-27,387379.11,21,2.67,84.08,129.54,172459.11,Las inspecciones de campo mejoraron la retención de clientes.
EMP-1221,Gerente de Campo,North,2024-07-21,411552.95,5,4.25,70.01,72.98,105743.35,El rendimiento se vio afectado por auditorías retrasadas.
EMP-1222,Gerente de Ventas,West,2023-07-24,383588.82,27,3.05,81.8,64.62,189077.5,Las inspecciones de campo mejoraron la retención de clientes.
EMP-1223,Gerente de Ventas,South,2023-04-20,564800.35,60,3.16,68.71,116.8,210720.33,El rendimiento se vio afectado por auditorías retrasadas.
EMP-1224,Gerente de Ventas,West,2024-01-16,694131.69,48,4.89,78.72,50.53,215701.44,Fuerte crecimiento regional de ventas con eficiencia operativa.
EMP-1225,Gerente de Campo,West,2023-08-16,394638.26,41,4.67,78.65,128.75,229841.64,El rendimiento se vio afectado por auditorías retrasadas.
EMP-1226,Gerente de Ventas,West,2023-05-04,87903.72,56,3.56,95.71,52.61,93349.35,Las inspecciones de campo mejoraron la retención de clientes.
EMP-1227,Gerente de Campo,East,2023-07-11,270955.89,5,2.53,68.01,96.48,88104.69,Requiere mejoras en la coordinación de campo.
EMP-1228,Gerente de Campo,East,2024-01-09,215997.41,35,4.9,73.04,64.71,111746.29,Superó las expectativas trimestrales de ventas y servicio.
EMP-1229,Gerente de Campo,South,2024-07-22,245740.67,16,3.93,97.21,104.88,205405.76,El rendimiento se vio afectado por auditorías retrasadas.
EMP-1230,Gerente de Campo,West,2024-05-26,649416.12,17,2.86,96.45,61.96,203360.41,Las inspecciones de campo mejoraron la retención de clientes.
EMP-1231,Gerente de Ventas,Central,2024-08-04,746893.24,59,4.08,80.29,75.26,126788.85,El rendimiento se vio afectado por auditorías retrasadas.
EMP-1232,Gerente de Ventas,West,2023-12-09,328881.33,49,2.91,68.19,70.34,211353.21,Fuerte crecimiento regional de ventas con eficiencia operativa.
EMP-1233,Gerente de Campo,Central,2023-07-23,302673.41,40,3.89,90.78,77.53,108822.62,El rendimiento se vio afectado por auditorías retrasadas.
EMP-1234,Gerente de Ventas,West,2024-09-20,735561.19,23,3.39,85.58,89.0,186766.28,Fuerte crecimiento regional de ventas con eficiencia operativa.
EMP-1235,Gerente de Campo,Central,2024-02-19,374626.46,14,4.67,84.34,124.29,111235.96,Requiere mejoras en la coordinación de campo.
EMP-1236,Gerente de Ventas,East,2024-03-31,105378.35,26,3.07,72.04,73.31,74193.37,Superó las expectativas trimestrales de ventas y servicio.
EMP-1237,Gerente de Campo,East,2024-12-18,573526.85,38,4.91,75.73,64.71,15544.26,Las inspecciones de campo mejoraron la retención de clientes.
EMP-1238,Gerente de Ventas,West,2024-06-20,197400.04,30,2.76,62.42,120.3,141624.1,Fuerte crecimiento regional de ventas con eficiencia operativa.
EMP-1239,Gerente de Ventas,East,2024-03-29,122749.88,44,2.89,84.88,120.84,84248.96,Las inspecciones de campo mejoraron la retención de clientes.
EMP-1240,Gerente de Ventas,West,2024-07-07,141893.98,58,2.93,61.34,78.55,229665.37,Superó las expectativas trimestrales de ventas y servicio.
EMP-1241,Gerente de Campo,West,2024-06-20,433981.69,13,4.92,86.51,64.16,153420.21,Requiere mejoras en la coordinación de campo.
EMP-1242,Gerente de Campo,South,2023-11-07,686246.21,35,3.85,90.58,85.35,97788.0,El rendimiento se vio afectado por auditorías retrasadas.
EMP-1243,Gerente de Ventas,West,2023-11-03,50064.64,57,4.4,65.18,72.94,138423.73,Superó las expectativas trimestrales de ventas y servicio.
EMP-1244,Gerente de Ventas,Central,2024-03-23,586108.44,56,3.23,68.79,50.58,99674.53,Superó las expectativas trimestrales de ventas y servicio.
EMP-1245,Gerente de Campo,South,2024-06-13,224927.28,50,4.34,74.81,80.27,73115.27,Superó las expectativas trimestrales de ventas y servicio.
EMP-1246,Gerente de Campo,East,2023-04-24,249273.8,52,3.83,70.22,65.04,26431.35,Las inspecciones de campo mejoraron la retención de clientes.
EMP-1247,Gerente de Campo,North,2023-07-10,482410.59,22,4.25,78.7,75.65,46515.83,Requiere mejoras en la coordinación de campo.
EMP-1248,Gerente de Ventas,South,2023-12-17,247480.18,13,4.29,87.63,68.62,46164.09,Superó las expectativas trimestrales de ventas y servicio.
EMP-1249,Gerente de Campo,South,2023-02-27,268103.68,56,3.75,74.11,105.75,17616.91,Fuerte crecimiento regional de ventas con eficiencia operativa.
EMP-1250,Gerente de Campo,North,2023-05-05,592957.04,9,3.86,66.9,121.66,70019.07,Superó las expectativas trimestrales de ventas y servicio.
