employee_id,role,region,evaluation_date,revenue_usd,field_visits,customer_satisfaction,performance_score,target_achievement_pct,operational_cost_usd,evaluation_notes
EMP-1223,Field Manager,North,2023-07-02,658734.2,29,3.44,85.94,102.94,139432.06,Performance impacted by delayed field audits.
EMP-1224,Field Manager,Central,2024-03-10,420189.78,51,4.95,91.72,110.49,244837.76,Exceeded quarterly sales and service expectations.
EMP-1225,Field Manager,North,2024-11-07,626352.31,20,3.65,65.89,65.08,220049.96,Strong regional sales growth with operational efficiency.
EMP-1226,Field Manager,South,2023-02-15,480446.25,6,3.1,62.56,97.52,117145.86,Strong regional sales growth with operational efficiency.
EMP-1227,Field Manager,South,2024-08-12,357273.97,39,3.04,92.82,54.52,130935.0,Performance impacted by delayed field audits.
EMP-1228,Field Manager,South,2024-02-28,454232.37,54,4.18,72.19,74.14,44382.5,Requires improvement in field coordination.
EMP-1229,Field Manager,Central,2024-05-22,242607.74,40,4.87,93.43,122.93,160238.35,Exceeded quarterly sales and service expectations.
EMP-1230,Sales Manager,East,2024-01-21,730603.16,46,4.18,89.86,75.5,109917.91,Field inspections improved customer retention rates.
EMP-1231,Sales Manager,North,2024-07-29,578091.27,35,3.1,68.56,118.6,44644.42,Exceeded quarterly sales and service expectations.
EMP-1232,Field Manager,West,2024-01-15,727450.33,40,3.82,74.76,70.4,89263.12,Strong regional sales growth with operational efficiency.
EMP-1233,Sales Manager,South,2024-08-24,424944.88,58,2.98,70.2,103.89,154701.29,Strong regional sales growth with operational efficiency.
EMP-1234,Sales Manager,North,2024-05-05,385575.94,60,4.77,71.52,122.72,60833.87,Field inspections improved customer retention rates.
EMP-1235,Sales Manager,West,2024-06-30,536938.4,50,3.01,94.77,94.17,196123.33,Exceeded quarterly sales and service expectations.
EMP-1236,Field Manager,East,2023-07-28,265895.6,28,3.78,78.9,57.89,245516.43,Exceeded quarterly sales and service expectations.
EMP-1237,Field Manager,Central,2024-03-03,269045.41,7,3.91,68.41,61.67,72585.79,Requires improvement in field coordination.
EMP-1238,Field Manager,East,2024-05-15,156687.99,26,3.08,81.65,69.66,142154.21,Performance impacted by delayed field audits.
EMP-1239,Field Manager,North,2024-06-20,372580.3,51,4.49,66.43,107.63,127195.92,Requires improvement in field coordination.
EMP-1240,Sales Manager,North,2024-12-25,637347.95,9,4.86,85.39,111.15,108974.13,Field inspections improved customer retention rates.
EMP-1241,Sales Manager,West,2023-01-17,56399.02,37,3.64,62.3,101.02,234136.89,Exceeded quarterly sales and service expectations.
EMP-1242,Sales Manager,Central,2024-12-15,422548.74,31,2.53,80.12,71.98,244595.04,Strong regional sales growth with operational efficiency.
EMP-1243,Field Manager,East,2023-12-29,614317.39,16,2.77,63.66,61.91,56063.69,Requires improvement in field coordination.
EMP-1244,Field Manager,East,2024-12-01,606455.43,10,3.43,75.43,95.2,247655.93,Field inspections improved customer retention rates.
EMP-1245,Sales Manager,North,2024-10-14,507615.0,59,4.12,61.2,82.42,100520.7,Exceeded quarterly sales and service expectations.
EMP-1246,Sales Manager,Central,2023-02-13,541991.61,10,3.75,76.49,112.75,145805.59,Strong regional sales growth with operational efficiency.
EMP-1247,Sales Manager,Central,2024-07-31,197991.94,60,4.23,81.54,71.69,231798.22,Performance impacted by delayed field audits.
EMP-1248,Sales Manager,North,2023-11-03,175548.15,59,3.29,96.54,96.96,190541.07,Exceeded quarterly sales and service expectations.
EMP-1249,Sales Manager,North,2024-05-27,444770.74,41,4.59,74.79,121.72,89615.16,Field inspections improved customer retention rates.
EMP-1250,Field Manager,West,2023-12-01,87587.5,32,3.08,62.89,98.41,157327.66,Requires improvement in field coordination.
